INFO     | 2021-12-16 16:23:37,629 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2021-12-16 16:32:38,697 | analysis_m |       Finding the best partitioning scheme
INFO     | 2021-12-16 16:32:38,710 | analysis_m |       Best scheme combines subsets: 'tub' and 'cmd'
INFO     | 2021-12-16 16:32:38,711 | analysis_m |       The best scheme improves the bic score by 1049.41 to 11363.3
INFO     | 2021-12-16 16:32:38,713 | analysis_m |    ***Greedy algorithm step 2***
INFO     | 2021-12-16 16:32:38,714 | analysis_m |       Analysing 2 new subset pairs
INFO     | 2021-12-16 16:33:42,523 | progress   |       Finished subset 1/2, 50.00 percent done
INFO     | 2021-12-16 16:34:33,347 | progress   |       Finished subset 2/2, 100.00 percent done
INFO     | 2021-12-16 16:34:33,348 | analysis_m |       Finding the best partitioning scheme
INFO     | 2021-12-16 16:34:33,350 | analysis_m |       Best scheme combines subsets: 'its' and 'tub, cmd'
INFO     | 2021-12-16 16:34:33,351 | analysis_m |       The best scheme improves the bic score by 997.22 to 10366.1
INFO     | 2021-12-16 16:34:33,352 | analysis_m |    ***Greedy algorithm step 3***
INFO     | 2021-12-16 16:34:33,353 | analysis_m |       Analysing 1 new subset pairs
INFO     | 2021-12-16 16:36:33,244 | progress   |       Finished subset 1/1, 100.00 percent done
INFO     | 2021-12-16 16:36:33,245 | analysis_m |       Finding the best partitioning scheme
INFO     | 2021-12-16 16:36:33,247 | analysis_m |       Best scheme combines subsets: 'ef' and 'its, tub, cmd'
INFO     | 2021-12-16 16:36:33,247 | analysis_m |       The best scheme improves the bic score by 929.72 to 9436.4
INFO     | 2021-12-16 16:36:33,249 | analysis_m |    Greedy algorithm finished after 4 steps
INFO     | 2021-12-16 16:36:33,249 | analysis_m |    Best scoring scheme is scheme step_3, with bic score of 9436.403
INFO     | 2021-12-16 16:36:33,249 | model_util |    Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2021-12-16 16:36:33,251 | model_util |    
INFO     | 2021-12-16 16:36:33,251 | model_util |    
INFO     | 2021-12-16 16:36:33,251 | model_util |    *Citations for this analysis*
INFO     | 2021-12-16 16:36:33,251 | model_util |    -----------------------------
INFO     | 2021-12-16 16:36:33,251 | model_util |    
INFO     | 2021-12-16 16:36:33,251 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2021-12-16 16:36:33,268 | model_util |    
INFO     | 2021-12-16 16:36:33,268 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2021-12-16 16:36:33,268 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2021-12-16 16:36:33,268 | model_util |    
INFO     | 2021-12-16 16:36:33,268 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2021-12-16 16:36:33,268 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2021-12-16 16:36:33,269 | model_util |    
INFO     | 2021-12-16 16:36:33,269 | model_util |    Your analysis also used PhyML, so please cite:
INFO     | 2021-12-16 16:36:33,269 | model_util |    Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2021-12-16 16:36:33,269 | model_util |    
INFO     | 2021-12-16 16:36:33,279 | main       | Total processing time: 0:10:13 (h:m:s)
INFO     | 2021-12-16 16:36:33,280 | main       | Processing complete.
